4.87,0.29,-1.35,-0.70,13.15,50.45,-22.16,48,60,-104
4.92,0.35,-1.54,-0.90,-14.29,77.35,9.92,50,55,-101
4.98,0.30,-1.11,-0.92,-12.77,3.22,-22.93,48,56,-102
5.03,0.14,-0.99,-0.85,10.51,-47.88,-0.54,48,57,-102
5.09,0.08,-0.81,-0.80,-6.52,-7.57,9.33,44,58,-105
5.14,0.13,-0.68,-0.85,-20.04,6.69,9.58,46,59,-103
5.20,0.10,-0.52,-0.83,-17.17,15.38,12.51,45,58,-102
5.25,0.06,-0.45,-0.86,-18.28,14.19,6.15,46,60,-106
5.30,0.08,-0.43,-0.87,-14.19,7.74,9.63,44,60,-105
5.36,0.09,-0.39,-0.85,1.68,-6.22,9.84,43,60,-106
5.41,0.05,-0.41,-0.84,9.80,-25.30,15.61,44,62,-107
5.46,0.05,-0.41,-0.79,26.94,-14.76,25.63,44,63,-107
5.52,0.02,-0.41,-0.85,12.78,18.59,4.79,46,62,-106
5.57,0.02,-0.43,-0.89,18.31,34.73,13.40,45,61,-106
5.63,0.03,-0.43,-1.00,4.10,48.10,5.02,47,58,-105
5.68,0.07,-0.43,-1.02,7.41,35.80,5.82,45,59,-103
5.73,0.07,-0.46,-1.01,6.81,26.90,12.44,48,58,-101
5.78,0.10,-0.46,-1.02,3.36,23.51,1.51,47,58,-100
5.83,0.12,-0.50,-1.02,8.55,9.66,5.69,47,57,-100
5.89,0.12,-0.53,-1.01,10.78,-3.07,3.07,47,56,-101
5.94,0.13,-0.56,-0.99,7.64,-9.55,2.79,50,58,-99
5.99,0.13,-0.57,-0.94,8.80,-15.94,1.15,47,60,-100
6.04,0.10,-0.59,-0.92,3.37,-10.61,-1.49,49,59,-100
6.10,0.09,-0.60,-0.88,0.49,-5.15,-3.32,50,58,-102
6.15,0.10,-0.60,-0.89,0.09,-3.24,-4.92,50,58,-101
6.20,0.10,-0.60,-0.87,-0.75,-2.78,-4.51,49,59,-100
6.26,0.10,-0.61,-0.85,-2.67,0.24,-3.01,49,61,-100
6.31,0.12,-0.59,-0.86,-2.23,-0.20,-5.12,49,60,-103
6.36,0.13,-0.60,-0.86,-1.30,0.25,-6.53,49,58,-101
6.42,0.12,-0.59,-0.86,-2.39,-0.83,-8.47,47,60,-100
6.47,0.11,-0.59,-0.83,0.89,-0.17,-6.94,46,57,-100
6.52,0.11,-0.58,-0.82,0.30,7.74,-5.87,46,57,-102
6.58,0.11,-0.58,-0.84,2.65,11.34,-4.94,46,58,-101
6.63,0.12,-0.59,-0.89,6.02,12.99,-3.49,48,56,-99
6.68,0.14,-0.61,-0.96,7.78,14.12,-0.96,47,57,-98
6.73,0.17,-0.61,-1.02,6.05,7.30,-6.74,49,55,-99
6.78,0.16,-0.63,-1.06,7.75,-4.90,-4.71,47,57,-102
6.84,0.16,-0.65,-1.10,-0.08,-13.36,-5.34,49,57,-99
6.89,0.15,-0.60,-1.04,10.19,-23.30,-5.60,46,57,-101
6.95,0.14,-0.60,-0.98,-1.13,3.39,-7.71,47,58,-100
7.00,0.15,-0.53,-0.94,-8.26,8.28,-14.79,46,58,-102
7.05,0.17,-0.46,-0.89,1.24,-18.81,-9.02,45,58,-99
7.11,0.16,-0.45,-0.89,-3.50,-29.72,-11.03,48,55,-100
7.16,0.13,-0.37,-0.87,-8.03,-34.97,-22.58,44,60,-103
7.22,0.11,-0.29,-0.84,-20.21,-35.93,-40.98,44,60,-105
7.28,0.09,-0.25,-0.85,-24.31,-18.62,-47.47,43,59,-104
7.33,-0.13,-0.18,-0.81,-12.18,-27.53,-33.82,41,59,-105
7.39,-0.20,-0.15,-0.76,-0.79,-50.70,-8.14,41,60,-106
7.45,-0.10,-0.47,-0.63,18.62,-35.76,1.48,40,61,-108
7.50,0.22,-1.05,-0.80,8.09,-14.99,10.73,42,60,-106
7.56,0.56,-1.40,-0.75,40.71,30.70,-1.74,46,57,-107
7.61,0.55,-1.63,-1.12,-44.14,78.91,9.96,43,54,-102
7.66,0.54,-1.12,-0.98,-28.63,-29.11,-35.23,42,54,-105
7.72,0.31,-1.03,-0.77,-17.33,-49.42,-13.59,41,59,-106
7.78,0.10,-0.68,-0.65,-13.69,-5.26,-8.90,38,59,-107
7.83,-0.02,-0.51,-0.76,-24.70,20.72,4.43,37,61,-109
7.89,-0.02,-0.36,-0.84,-0.82,-9.92,19.92,38,60,-107
7.94,0.01,-0.25,-0.86,-2.49,-2.98,19.33,37,63,-109
8.00,-0.01,-0.30,-0.87,-1.21,10.65,19.27,38,62,-108
8.05,0.03,-0.27,-0.87,5.67,20.49,18.02,39,63,-107
8.11,0.05,-0.33,-0.93,2.66,32.64,22.61,39,62,-107
8.16,0.06,-0.30,-0.96,14.44,9.12,16.25,39,61,-106
8.21,0.04,-0.33,-0.93,23.57,7.98,14.85,41,63,-107
8.27,0.02,-0.40,-0.97,14.43,13.89,12.20,41,60,-108
8.32,0.04,-0.46,-0.98,23.57,-0.14,16.74,43,62,-105
8.37,0.04,-0.48,-0.98,12.94,2.70,19.78,44,62,-104
8.43,0.07,-0.51,-1.01,14.79,30.14,9.83,44,60,-105
8.48,0.11,-0.57,-1.13,-1.85,37.66,-0.48,44,61,-102
8.53,0.15,-0.55,-1.11,6.76,1.17,-3.04,45,58,-101
8.59,0.11,-0.56,-1.04,4.10,-13.63,-5.19,45,59,-103
8.64,0.08,-0.56,-0.94,4.16,-14.74,-1.32,44,60,-104
8.69,0.08,-0.56,-0.90,2.00,-6.39,2.30,44,62,-105
8.75,0.09,-0.56,-0.88,4.28,-2.93,3.27,44,61,-103
8.80,0.11,-0.57,-0.90,2.23,-2.67,1.41,46,60,-104
8.85,0.10,-0.57,-0.88,0.02,0.05,-2.24,44,60,-103
8.90,0.09,-0.57,-0.86,2.58,-2.85,-2.67,44,63,-103
8.96,0.08,-0.59,-0.86,2.01,0.34,-0.98,42,60,-103
9.01,0.08,-0.58,-0.86,1.74,2.59,-2.12,47,59,-104
9.06,0.09,-0.58,-0.87,0.21,4.29,-1.01,46,61,-104
9.11,0.10,-0.56,-0.86,-1.66,8.26,-4.46,46,60,-104
9.16,0.12,-0.57,-0.86,-2.48,8.13,-4.07,46,61,-103
9.22,0.11,-0.57,-0.85,-4.32,6.23,-3.72,46,59,-103
9.27,0.09,-0.55,-0.84,-1.84,14.33,-1.71,43,61,-103
9.32,0.12,-0.61,-0.95,2.87,34.38,2.34,45,59,-103
9.38,0.18,-0.61,-1.15,-9.88,27.84,-1.41,45,56,-101
9.43,0.17,-0.51,-1.13,20.58,-18.20,1.25,44,57,-102
9.48,0.06,-0.49,-1.14,4.60,-16.24,-1.38,46,57,-101
9.54,0.06,-0.45,-1.10,1.85,-12.92,2.24,45,60,-102
9.59,0.10,-0.46,-1.06,-13.87,-9.30,-2.60,44,58,-102
9.65,0.13,-0.47,-0.98,-9.37,-17.40,-0.16,45,59,-103
9.70,0.12,-0.45,-0.90,-13.75,-18.82,-4.71,45,60,-103
9.76,0.08,-0.35,-0.86,-7.23,-25.00,-6.43,44,59,-105
9.81,-0.03,-0.20,-0.90,-19.60,14.66,-4.47,43,59,-104
9.87,-0.13,0.21,-1.07,-10.31,13.85,-8.50,44,58,-101
9.92,-0.09,-0.04,-0.87,19.29,-33.97,-29.57,42,56,-102
9.98,0.06,-0.71,-0.58,37.09,-23.39,-7.90,48,55,-104
10.04,0.34,-1.27,-0.46,62.84,31.88,16.66,48,54,-101
10.09,0.58,-1.42,-0.67,18.70,34.00,-15.50,51,53,-97
10.15,0.45,-1.35,-0.61,1.98,-2.91,3.43,52,51,-97
10.20,0.26,-1.08,-0.58,9.46,-39.32,-12.05,51,53,-100
10.26,0.16,-1.03,-0.65,2.17,-18.31,-6.38,51,53,-100
10.31,0.11,-0.88,-0.71,-13.03,9.80,-4.30,47,54,-101
10.37,0.15,-0.75,-0.79,-17.77,10.45,-0.66,47,56,-101
10.42,0.16,-0.57,-0.81,-6.97,1.46,4.55,45,58,-102
10.47,0.13,-0.59,-0.84,-13.02,8.83,10.52,47,57,-102
10.53,0.13,-0.50,-0.92,-1.88,-11.82,6.63,46,60,-104
10.59,0.14,-0.43,-0.86,8.57,-5.73,-0.50,46,60,-103
10.64,-0.02,-0.53,-0.92,-19.73,16.86,-11.51,46,58,-102
10.70,0.11,-0.45,-0.87,-13.55,28.83,11.67,43,56,-103
10.75,0.14,-0.40,-0.91,-9.89,16.52,0.85,44,58,-104
10.81,0.16,-0.43,-0.89,0.40,12.06,11.87,44,58,-102
10.86,0.11,-0.43,-0.88,2.98,7.40,5.15,44,56,-102
10.91,0.08,-0.43,-0.88,9.35,11.69,21.36,44,58,-102
10.97,0.06,-0.41,-0.93,17.70,9.86,16.23,46,58,-99
11.02,0.11,-0.50,-0.99,11.07,38.57,10.90,46,56,-100
11.07,0.25,-0.59,-1.16,1.86,22.10,2.73,46,57,-99
11.13,0.27,-0.58,-1.11,4.98,-20.48,6.09,46,56,-100
11.18,0.19,-0.55,-0.95,-0.25,-25.69,1.39,47,56,-101
11.24,0.13,-0.58,-0.84,-4.79,-6.83,-4.36,48,58,-101
11.29,0.14,-0.60,-0.83,-5.21,2.32,-1.05,47,58,-100
11.35,0.17,-0.59,-0.84,0.60,-5.49,-2.47,46,61,-101
11.40,0.16,-0.59,-0.84,4.39,-5.63,-2.78,46,58,-100
11.45,0.13,-0.57,-0.84,3.11,1.83,-10.42,46,59,-100
11.51,0.13,-0.59,-0.84,5.51,2.97,-4.40,45,55,-101
11.56,0.13,-0.60,-0.87,2.81,6.61,-2.17,46,56,-100
11.61,0.16,-0.58,-0.87,1.72,2.85,-5.48,45,55,-99
11.67,0.16,-0.57,-0.83,4.94,-0.24,-0.89,47,56,-100
11.72,0.17,-0.56,-0.80,8.32,2.66,-0.32,47,58,-100
11.77,0.16,-0.58,-0.78,17.30,12.41,-6.65,47,56,-99
11.83,0.17,-0.64,-0.88,21.61,33.94,-3.40,47,56,-98
11.88,0.26,-0.71,-1.10,14.31,34.92,-5.49,47,54,-95
11.94,0.25,-0.65,-1.12,30.81,-0.36,-3.04,48,53,-95
11.99,0.18,-0.62,-1.02,50.27,3.23,7.16,49,54,-92
12.04,0.19,-0.65,-1.01,25.35,-13.40,-4.92,49,54,-95
12.10,0.18,-0.57,-0.95,27.02,-41.37,4.96,51,54,-95
12.15,0.14,-0.51,-0.90,19.09,-42.70,6.48,50,56,-96
12.21,0.17,-0.51,-0.93,-3.45,-39.48,-6.89,51,58,-96
12.26,0.18,-0.47,-0.95,-21.97,-43.27,-41.62,50,57,-98
12.32,0.05,-0.37,-0.85,-22.99,-49.62,-42.72,50,58,-98
12.38,-0.07,-0.29,-0.69,5.55,-79.12,-11.35,47,57,-100
12.43,-0.07,-0.42,-0.48,18.40,-80.92,19.70,51,60,-102
12.49,0.05,-0.82,-0.33,20.58,-20.92,-6.09,52,60,-104
12.55,0.42,-1.75,-0.40,8.17,62.36,44.78,54,58,-101
12.60,0.57,-1.64,-0.61,-40.85,62.18,-3.52,55,57,-101
12.65,0.48,-1.27,-0.63,-19.91,-17.46,-40.36,51,54,-100
12.71,0.25,-1.17,-0.55,-15.22,-45.62,-12.15,48,57,-104
12.77,0.09,-0.81,-0.59,-19.93,-7.98,-5.44,49,59,-105
12.83,0.09,-0.63,-0.70,-23.22,12.54,-5.23,47,61,-105
12.88,0.02,-0.56,-0.79,-12.18,-6.22,4.80,45,63,-106
12.94,0.01,-0.43,-0.83,-0.49,0.64,11.28,45,62,-107
12.99,-0.02,-0.48,-0.88,-2.37,-6.94,7.03,45,62,-108
13.05,-0.08,-0.40,-0.86,9.49,0.92,3.06,46,63,-110
13.10,-0.03,-0.49,-0.88,2.84,8.54,10.87,46,66,-106
13.15,0.03,-0.42,-0.86,8.06,9.49,1.68,45,63,-106
13.21,0.05,-0.49,-0.87,5.91,7.79,-9.53,46,64,-105
13.26,-0.06,-0.63,-0.85,0.23,29.06,3.59,47,61,-107
13.31,-0.00,-0.63,-0.88,10.66,20.39,11.31,47,62,-106
13.37,0.03,-0.66,-0.90,11.69,17.20,21.37,47,63,-103
13.43,0.04,-0.66,-0.91,14.07,14.08,12.16,49,61,-104
13.48,0.03,-0.69,-0.91,12.25,9.09,19.98,49,62,-102
13.53,0.04,-0.67,-0.90,5.46,8.71,13.70,49,62,-102
13.59,0.05,-0.66,-0.88,4.59,11.02,9.80,50,62,-102
13.64,0.07,-0.66,-0.89,1.81,6.18,5.98,50,63,-102
13.69,0.08,-0.66,-0.87,6.28,-0.90,7.47,51,60,-102
13.75,0.08,-0.68,-0.85,0.31,-1.80,7.65,52,63,-104
13.80,0.07,-0.66,-0.82,0.85,-2.52,4.96,51,63,-102
13.85,0.06,-0.67,-0.79,-0.73,4.60,1.88,50,62,-100
13.91,0.06,-0.69,-0.80,-0.38,1.23,-0.14,53,62,-101
13.96,0.06,-0.69,-0.79,0.31,-3.46,-1.24,51,61,-101
14.01,0.04,-0.69,-0.78,0.00,-2.11,-0.38,51,61,-103
14.07,0.05,-0.69,-0.77,-1.84,4.20,-1.07,50,62,-101
14.12,0.05,-0.68,-0.77,-0.31,1.22,-2.70,51,61,-102
14.18,0.05,-0.69,-0.76,1.31,4.88,-0.43,50,60,-103
14.23,0.06,-0.69,-0.77,-0.68,10.86,-2.85,51,60,-100
14.28,0.07,-0.67,-0.80,-1.54,11.24,-1.79,50,60,-101
14.34,0.07,-0.67,-0.81,-0.38,18.14,-1.93,48,59,-100
14.39,0.11,-0.70,-0.92,4.47,18.88,-4.35,50,60,-98
14.45,0.12,-0.65,-0.97,21.66,4.74,-10.23,50,58,-99
14.50,0.08,-0.68,-0.95,23.39,-5.34,-19.00,51,59,-97
14.56,0.07,-0.73,-0.97,20.84,-36.80,-24.24,49,58,-99
14.61,0.04,-0.71,-0.91,9.79,-26.48,-19.54,52,59,-98
14.67,0.04,-0.56,-0.87,-3.15,4.29,-30.59,51,58,-100
14.72,0.07,-0.49,-0.95,-11.66,-5.69,-31.42,48,57,-99
14.78,0.04,-0.45,-0.98,-23.64,-18.88,-22.40,47,58,-101
14.84,-0.13,-0.30,-0.88,-21.09,-29.30,-6.54,47,59,-100
14.90,-0.13,-0.26,-0.83,3.90,-48.61,16.86,46,59,-102
14.95,0.09,-0.44,-0.70,1.81,-81.55,6.52,48,59,-104
15.01,0.40,-1.23,-0.28,20.65,-1.22,36.07,49,58,-103
15.06,0.54,-1.47,-0.29,10.17,40.55,-13.89,52,58,-101
15.12,0.52,-1.49,-0.45,-15.71,57.18,-17.08,52,54,-99
15.17,0.35,-1.19,-0.51,15.21,-24.83,-16.03,52,55,-99
15.23,0.23,-1.05,-0.63,-6.11,-20.58,-6.71,51,57,-102
15.28,0.12,-0.82,-0.71,-23.03,28.78,-9.35,49,57,-100
15.34,0.17,-0.67,-0.83,-20.49,17.57,1.50,47,57,-102
15.40,0.18,-0.58,-0.85,-13.16,-5.27,5.19,47,57,-103
15.45,0.12,-0.54,-0.82,-7.16,-3.00,5.35,48,57,-103
15.51,0.07,-0.57,-0.83,-7.61,3.88,-3.52,44,60,-105
15.56,0.05,-0.52,-0.81,0.72,4.06,-0.40,45,58,-103
15.61,0.03,-0.54,-0.81,-0.22,5.08,-6.52,45,58,-104
15.67,0.02,-0.54,-0.77,13.14,9.27,5.40,44,60,-104
15.72,0.05,-0.55,-0.83,10.42,12.57,-2.27,45,59,-103
15.78,-0.01,-0.63,-0.85,11.83,11.31,11.48,46,60,-104
15.83,0.01,-0.63,-0.88,11.75,4.82,19.81,48,59,-102
15.89,0.07,-0.63,-0.92,5.36,16.54,17.27,47,60,-102
15.94,0.14,-0.63,-0.95,-7.66,34.08,6.84,47,58,-101
15.99,0.18,-0.60,-0.94,-0.95,8.87,2.22,46,58,-99
16.05,0.18,-0.63,-0.91,0.53,-0.53,4.07,49,60,-99
16.10,0.16,-0.63,-0.87,-6.90,2.44,-1.52,48,58,-100
16.15,0.15,-0.63,-0.82,0.95,-2.87,1.04,46,59,-101
16.20,0.15,-0.66,-0.80,0.65,2.49,0.77,46,59,-101
16.26,0.16,-0.67,-0.81,-2.58,7.03,-5.57,47,56,-101
16.31,0.16,-0.68,-0.82,2.24,3.21,-5.14,47,59,-99
16.36,0.15,-0.69,-0.83,1.49,-0.78,-2.43,47,55,-99
16.42,0.15,-0.68,-0.80,-1.66,2.77,-1.63,45,57,-101
16.47,0.16,-0.67,-0.78,-1.68,6.30,0.24,47,58,-99
16.52,0.16,-0.66,-0.80,-2.72,8.06,-2.24,45,57,-100
16.58,0.17,-0.65,-0.80,-0.58,5.29,-1.00,49,56,-100
16.63,0.17,-0.66,-0.82,-3.04,5.39,-1.56,46,56,-98
16.68,0.17,-0.66,-0.82,-4.01,1.06,-2.69,45,57,-99
16.74,0.17,-0.65,-0.78,-1.22,2.22,3.75,46,56,-98
16.79,0.18,-0.66,-0.81,-2.95,7.33,-0.07,47,58,-98
16.84,0.22,-0.70,-0.88,0.08,7.26,4.33,46,55,-98
16.89,0.26,-0.73,-0.98,-0.20,11.51,3.73,47,54,-97
16.94,0.27,-0.69,-1.03,4.34,2.00,2.63,48,56,-99
17.00,0.22,-0.63,-1.00,6.30,-9.02,5.64,46,56,-98
17.05,0.14,-0.58,-0.98,13.13,-2.82,9.88,48,56,-98
17.10,0.09,-0.56,-1.02,-16.01,6.91,-11.77,47,55,-98
17.16,0.07,-0.48,-0.98,-10.06,-20.57,-3.31,46,55,-97
17.21,0.08,-0.41,-0.88,6.29,-55.02,6.17,46,57,-100
17.27,0.08,-0.49,-0.95,-16.10,-54.64,1.95,48,59,-102
17.32,-0.05,-0.36,-0.91,-11.18,-66.76,18.09,47,62,-104
17.38,-0.12,-0.24,-0.85,-23.22,-25.46,-15.46,48,62,-104
17.44,-0.09,-0.27,-0.68,-6.00,11.44,-16.78,49,61,-104
17.50,0.05,-0.59,-0.56,17.55,29.76,2.43,50,56,-103
17.55,0.22,-1.04,-0.58,23.00,11.80,10.77,50,56,-102
17.61,0.29,-1.50,-0.42,29.70,9.37,34.37,54,55,-101
17.66,0.43,-1.50,-0.58,-24.15,27.67,-12.35,54,55,-101
17.72,0.31,-1.16,-0.55,-1.92,-46.01,-25.02,50,56,-102
17.77,0.13,-0.94,-0.49,2.91,-32.58,-15.00,51,58,-103
17.83,0.03,-0.73,-0.61,1.08,-11.45,-2.81,51,58,-105
17.89,0.10,-0.63,-0.74,-8.78,17.37,-1.63,46,62,-103
17.94,0.07,-0.51,-0.82,-5.00,23.98,-15.32,48,60,-102
18.00,0.05,-0.56,-0.85,0.88,34.99,-5.74,46,57,-103
18.05,0.07,-0.51,-0.96,12.39,12.92,-10.26,46,60,-100
18.11,-0.01,-0.50,-0.95,21.47,7.93,2.67,47,61,-103
18.16,0.12,-0.60,-1.04,7.93,1.22,-12.09,46,58,-102
18.22,0.07,-0.60,-0.89,9.22,0.22,1.12,46,58,-104
18.27,0.07,-0.63,-0.84,-6.78,31.94,4.45,47,56,-100
18.32,0.16,-0.59,-0.86,-5.20,28.13,3.89,46,58,-99
18.37,0.16,-0.61,-0.89,-3.91,21.51,6.94,44,59,-99
18.43,0.11,-0.57,-0.94,-11.59,16.84,2.21,45,57,-98
18.48,0.10,-0.55,-0.94,-1.08,10.15,8.22,47,57,-100
18.54,0.14,-0.60,-0.95,-3.72,7.45,7.55,46,56,-98
18.59,0.20,-0.64,-0.95,-2.03,-0.66,3.06,47,56,-98
18.64,0.20,-0.63,-0.87,-1.97,-7.47,0.76,46,57,-99
18.69,0.20,-0.62,-0.81,-0.50,-15.05,2.07,47,57,-99
18.75,0.19,-0.64,-0.80,1.72,-11.99,-1.80,46,57,-102
18.80,0.16,-0.63,-0.78,0.76,-0.65,-2.67,46,58,-101
18.86,0.16,-0.64,-0.78,0.55,8.06,-5.54,46,59,-99
18.91,0.16,-0.63,-0.80,4.39,5.73,-6.03,47,59,-100
18.96,0.17,-0.65,-0.81,1.45,9.14,-4.92,44,55,-99
19.01,0.18,-0.64,-0.80,2.82,8.46,-5.88,45,55,-100
19.07,0.18,-0.65,-0.82,2.52,9.30,-2.40,46,56,-99
19.12,0.19,-0.65,-0.81,4.65,10.06,-3.02,45,55,-97
19.17,0.21,-0.66,-0.84,2.27,13.02,-1.80,45,56,-96
19.23,0.25,-0.66,-0.87,4.88,8.31,-1.30,47,54,-98
19.28,0.23,-0.66,-0.89,4.93,5.51,-2.25,45,54,-96
19.33,0.21,-0.64,-0.89,11.21,6.48,-1.04,46,53,-95
19.38,0.21,-0.63,-0.94,12.11,2.08,-0.83,46,55,-97
19.44,0.20,-0.61,-0.98,13.81,-9.19,-1.42,47,53,-96
19.49,0.20,-0.61,-1.04,13.86,-16.30,-5.91,46,54,-97
19.54,0.19,-0.63,-1.03,-1.72,-21.57,-7.90,49,55,-96
